"Module"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"M2"	"MPS IX - Natowicz syndrome"	"MPS IX - Natowicz syndrome"	"3/98"	"121/7644"	0.202433405582861	0.648837709610141	0.625946384979593	"VCAN/PRELP/FMOD"	3
"M2"	"MPS VI - Maroteaux-Lamy syndrome"	"MPS VI - Maroteaux-Lamy syndrome"	"3/98"	"121/7644"	0.202433405582861	0.648837709610141	0.625946384979593	"VCAN/PRELP/FMOD"	3
"M2"	"MPS VII - Sly syndrome"	"MPS VII - Sly syndrome"	"3/98"	"121/7644"	0.202433405582861	0.648837709610141	0.625946384979593	"VCAN/PRELP/FMOD"	3
"M2"	"Mucopolysaccharidoses"	"Mucopolysaccharidoses"	"3/98"	"121/7644"	0.202433405582861	0.648837709610141	0.625946384979593	"VCAN/PRELP/FMOD"	3
"M2"	"Cyclin E associated events during G1/S transition"	"Cyclin E associated events during G1/S transition"	"2/98"	"65/7644"	0.202557734609453	0.648837709610141	0.625946384979593	"PSMB3/CCNE2"	2
"M2"	"Cyclin A:Cdk2-associated events at S phase entry"	"Cyclin A:Cdk2-associated events at S phase entry"	"2/98"	"66/7644"	0.207251117942153	0.648837709610141	0.625946384979593	"PSMB3/CCNE2"	2
"M2"	"Tie2 Signaling"	"Tie2 Signaling"	"1/98"	"18/7644"	0.207467394262823	0.648837709610141	0.625946384979593	"TEK"	1
"M2"	"Signaling by PDGF"	"Signaling by PDGF"	"4/98"	"184/7644"	0.210210935370796	0.648837709610141	0.625946384979593	"THBS1/COL4A2/COL4A1/FGF2"	4
"M2"	"Interferon alpha/beta signaling"	"Interferon alpha/beta signaling"	"2/98"	"67/7644"	0.21195633549557	0.648837709610141	0.625946384979593	"EGR1/IFI6"	2
"M2"	"Semaphorin interactions"	"Semaphorin interactions"	"2/98"	"67/7644"	0.21195633549557	0.648837709610141	0.625946384979593	"CFL1/MYL6"	2
"M2"	"S Phase"	"S Phase"	"3/98"	"124/7644"	0.212399499317646	0.648837709610141	0.625946384979593	"GINS4/PSMB3/CCNE2"	3
"M2"	"Ephrin signaling"	"Ephrin signaling"	"1/98"	"19/7644"	0.217652051404475	0.648837709610141	0.625946384979593	"MYL12A"	1
"M2"	"Na+/Cl- dependent neurotransmitter transporters"	"Na+/Cl- dependent neurotransmitter transporters"	"1/98"	"19/7644"	0.217652051404475	0.648837709610141	0.625946384979593	"SLC6A9"	1
"M2"	"Metabolism of amino acids and derivatives"	"Metabolism of amino acids and derivatives"	"4/98"	"188/7644"	0.221019667740113	0.648837709610141	0.625946384979593	"PSAT1/ASNS/CBS/PSMB3"	4
"M2"	"APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1"	"APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1"	"2/98"	"69/7644"	0.221398053837114	0.648837709610141	0.625946384979593	"PLK1/PSMB3"	2
"M2"	"Glucose metabolism"	"Glucose metabolism"	"2/98"	"69/7644"	0.221398053837114	0.648837709610141	0.625946384979593	"GYS1/PCK2"	2
"M2"	"NCAM signaling for neurite out-growth"	"NCAM signaling for neurite out-growth"	"2/98"	"70/7644"	0.226132506287474	0.648837709610141	0.625946384979593	"COL4A2/COL4A1"	2
"M2"	"misspliced LRP5 mutants have enhanced beta-catenin-dependent signaling"	"misspliced LRP5 mutants have enhanced beta-catenin-dependent signaling"	"4/98"	"190/7644"	0.226480357698025	0.648837709610141	0.625946384979593	"TCF7/DACT1/PSMB3/FZD5"	4
"M2"	"RNF mutants show enhanced WNT signaling and proliferation"	"RNF mutants show enhanced WNT signaling and proliferation"	"4/98"	"190/7644"	0.226480357698025	0.648837709610141	0.625946384979593	"TCF7/DACT1/PSMB3/FZD5"	4
"M2"	"TCF dependent signaling in response to WNT"	"TCF dependent signaling in response to WNT"	"4/98"	"190/7644"	0.226480357698025	0.648837709610141	0.625946384979593	"TCF7/DACT1/PSMB3/FZD5"	4
"M2"	"XAV939 inhibits tankyrase, stabilizing AXIN"	"XAV939 inhibits tankyrase, stabilizing AXIN"	"4/98"	"190/7644"	0.226480357698025	0.648837709610141	0.625946384979593	"TCF7/DACT1/PSMB3/FZD5"	4
"M2"	"Chondroitin sulfate biosynthesis"	"Chondroitin sulfate biosynthesis"	"1/98"	"20/7644"	0.227707146350359	0.648837709610141	0.625946384979593	"VCAN"	1
"M2"	"Centrosome maturation"	"Centrosome maturation"	"2/98"	"72/7644"	0.235623656370625	0.648837709610141	0.625946384979593	"NEDD1/PLK1"	2
"M2"	"Recruitment of mitotic centrosome proteins and complexes"	"Recruitment of mitotic centrosome proteins and complexes"	"2/98"	"72/7644"	0.235623656370625	0.648837709610141	0.625946384979593	"NEDD1/PLK1"	2
"M2"	"Glycogen storage diseases"	"Glycogen storage diseases"	"5/98"	"258/7644"	0.235734202503812	0.648837709610141	0.625946384979593	"VCAN/PRELP/GYS1/FMOD/PCK2"	5
"M2"	"Metabolism of carbohydrates"	"Metabolism of carbohydrates"	"5/98"	"258/7644"	0.235734202503812	0.648837709610141	0.625946384979593	"VCAN/PRELP/GYS1/FMOD/PCK2"	5
"M2"	"Myoclonic epilepsy of Lafora"	"Myoclonic epilepsy of Lafora"	"5/98"	"258/7644"	0.235734202503812	0.648837709610141	0.625946384979593	"VCAN/PRELP/GYS1/FMOD/PCK2"	5
"M2"	"Glutamate Neurotransmitter Release Cycle"	"Glutamate Neurotransmitter Release Cycle"	"1/98"	"21/7644"	0.237634310523715	0.648837709610141	0.625946384979593	"SLC38A2"	1
"M2"	"RA biosynthesis pathway"	"RA biosynthesis pathway"	"1/98"	"21/7644"	0.237634310523715	0.648837709610141	0.625946384979593	"RDH5"	1
"M2"	"regulation of FZD by ubiquitination"	"regulation of FZD by ubiquitination"	"1/98"	"21/7644"	0.237634310523715	0.648837709610141	0.625946384979593	"FZD5"	1
"M2"	"Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins"	"Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins"	"2/98"	"73/7644"	0.240378447415777	0.648837709610141	0.625946384979593	"PLK1/PSMB3"	2
"M2"	"Cyclin A/B1 associated events during G2/M transition"	"Cyclin A/B1 associated events during G2/M transition"	"1/98"	"22/7644"	0.247435155016523	0.648837709610141	0.625946384979593	"PLK1"	1
"M2"	"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation"	"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation"	"1/98"	"22/7644"	0.247435155016523	0.648837709610141	0.625946384979593	"FGF2"	1
"M2"	"Pyruvate metabolism"	"Pyruvate metabolism"	"1/98"	"22/7644"	0.247435155016523	0.648837709610141	0.625946384979593	"PDK4"	1
"M2"	"The canonical retinoid cycle in rods (twilight vision)"	"The canonical retinoid cycle in rods (twilight vision)"	"1/98"	"22/7644"	0.247435155016523	0.648837709610141	0.625946384979593	"RDH5"	1
"M2"	"FGFR ligand binding and activation"	"FGFR ligand binding and activation"	"1/98"	"23/7644"	0.257111270840241	0.648837709610141	0.625946384979593	"FGF2"	1
"M2"	"Regulation of Complement cascade"	"Regulation of Complement cascade"	"1/98"	"23/7644"	0.257111270840241	0.648837709610141	0.625946384979593	"CFH"	1
"M2"	"Sulfur amino acid metabolism"	"Sulfur amino acid metabolism"	"1/98"	"23/7644"	0.257111270840241	0.648837709610141	0.625946384979593	"CBS"	1
"M2"	"Regulation of APC/C activators between G1/S and early anaphase"	"Regulation of APC/C activators between G1/S and early anaphase"	"2/98"	"77/7644"	0.259437857071631	0.648837709610141	0.625946384979593	"PLK1/PSMB3"	2
"M2"	"Sema4D induced cell migration and growth-cone collapse"	"Sema4D induced cell migration and growth-cone collapse"	"1/98"	"24/7644"	0.266664229173485	0.648837709610141	0.625946384979593	"MYL6"	1
"M2"	"Regulation of PLK1 Activity at G2/M Transition"	"Regulation of PLK1 Activity at G2/M Transition"	"2/98"	"80/7644"	0.273750749410486	0.648837709610141	0.625946384979593	"NEDD1/PLK1"	2
"M2"	"Cellular response to hypoxia"	"Cellular response to hypoxia"	"1/98"	"25/7644"	0.276095581606687	0.648837709610141	0.625946384979593	"VEGFA"	1
"M2"	"G0 and Early G1"	"G0 and Early G1"	"1/98"	"25/7644"	0.276095581606687	0.648837709610141	0.625946384979593	"CCNE2"	1
"M2"	"Regulation of Hypoxia-inducible Factor (HIF) by oxygen"	"Regulation of Hypoxia-inducible Factor (HIF) by oxygen"	"1/98"	"25/7644"	0.276095581606687	0.648837709610141	0.625946384979593	"VEGFA"	1
"M2"	"beta-catenin independent WNT signaling"	"beta-catenin independent WNT signaling"	"3/98"	"144/7644"	0.281055883594381	0.648837709610141	0.625946384979593	"TCF7/PSMB3/FZD5"	3
"M2"	"AMER1 mutants destabilize the destruction complex"	"AMER1 mutants destabilize the destruction complex"	"2/98"	"82/7644"	0.283289366949431	0.648837709610141	0.625946384979593	"TCF7/PSMB3"	2
"M2"	"APC truncation mutants are not K63 polyubiquitinated"	"APC truncation mutants are not K63 polyubiquitinated"	"2/98"	"82/7644"	0.283289366949431	0.648837709610141	0.625946384979593	"TCF7/PSMB3"	2
"M2"	"APC truncation mutants have impaired AXIN binding"	"APC truncation mutants have impaired AXIN binding"	"2/98"	"82/7644"	0.283289366949431	0.648837709610141	0.625946384979593	"TCF7/PSMB3"	2
"M2"	"AXIN missense mutants destabilize the destruction complex"	"AXIN missense mutants destabilize the destruction complex"	"2/98"	"82/7644"	0.283289366949431	0.648837709610141	0.625946384979593	"TCF7/PSMB3"	2
"M2"	"AXIN mutants destabilize the destruction complex, activating WNT signaling"	"AXIN mutants destabilize the destruction complex, activating WNT signaling"	"2/98"	"82/7644"	0.283289366949431	0.648837709610141	0.625946384979593	"TCF7/PSMB3"	2
"M2"	"Degradation of beta-catenin by the destruction complex"	"Degradation of beta-catenin by the destruction complex"	"2/98"	"82/7644"	0.283289366949431	0.648837709610141	0.625946384979593	"TCF7/PSMB3"	2
"M2"	"deletions in the AMER1 gene destabilize the destruction complex"	"deletions in the AMER1 gene destabilize the destruction complex"	"2/98"	"82/7644"	0.283289366949431	0.648837709610141	0.625946384979593	"TCF7/PSMB3"	2
"M2"	"deletions in the AXIN genes in hepatocellular carcinoma result in elevated WNT signaling"	"deletions in the AXIN genes in hepatocellular carcinoma result in elevated WNT signaling"	"2/98"	"82/7644"	0.283289366949431	0.648837709610141	0.625946384979593	"TCF7/PSMB3"	2
"M2"	"misspliced GSK3beta mutants stabilize beta-catenin"	"misspliced GSK3beta mutants stabilize beta-catenin"	"2/98"	"82/7644"	0.283289366949431	0.648837709610141	0.625946384979593	"TCF7/PSMB3"	2
"M2"	"phosphorylation site mutants of CTNNB1 are not targeted to the proteasome by the destruction complex"	"phosphorylation site mutants of CTNNB1 are not targeted to the proteasome by the destruction complex"	"2/98"	"82/7644"	0.283289366949431	0.648837709610141	0.625946384979593	"TCF7/PSMB3"	2
"M2"	"S33 mutants of beta-catenin aren't phosphorylated"	"S33 mutants of beta-catenin aren't phosphorylated"	"2/98"	"82/7644"	0.283289366949431	0.648837709610141	0.625946384979593	"TCF7/PSMB3"	2
"M2"	"S37 mutants of beta-catenin aren't phosphorylated"	"S37 mutants of beta-catenin aren't phosphorylated"	"2/98"	"82/7644"	0.283289366949431	0.648837709610141	0.625946384979593	"TCF7/PSMB3"	2
"M2"	"S45 mutants of beta-catenin aren't phosphorylated"	"S45 mutants of beta-catenin aren't phosphorylated"	"2/98"	"82/7644"	0.283289366949431	0.648837709610141	0.625946384979593	"TCF7/PSMB3"	2
"M2"	"T41 mutants of beta-catenin aren't phosphorylated"	"T41 mutants of beta-catenin aren't phosphorylated"	"2/98"	"82/7644"	0.283289366949431	0.648837709610141	0.625946384979593	"TCF7/PSMB3"	2
"M2"	"TCF7L2 mutants don't bind CTBP"	"TCF7L2 mutants don't bind CTBP"	"2/98"	"82/7644"	0.283289366949431	0.648837709610141	0.625946384979593	"TCF7/PSMB3"	2
"M2"	"truncated APC mutants destabilize the destruction complex"	"truncated APC mutants destabilize the destruction complex"	"2/98"	"82/7644"	0.283289366949431	0.648837709610141	0.625946384979593	"TCF7/PSMB3"	2
"M2"	"truncations of AMER1 destabilize the destruction complex"	"truncations of AMER1 destabilize the destruction complex"	"2/98"	"82/7644"	0.283289366949431	0.648837709610141	0.625946384979593	"TCF7/PSMB3"	2
"M2"	"A tetrasaccharide linker sequence is required for GAG synthesis"	"A tetrasaccharide linker sequence is required for GAG synthesis"	"1/98"	"26/7644"	0.285406860383764	0.648837709610141	0.625946384979593	"VCAN"	1
"M2"	"ATF4 activates genes"	"ATF4 activates genes"	"1/98"	"26/7644"	0.285406860383764	0.648837709610141	0.625946384979593	"ASNS"	1
"M2"	"Prefoldin mediated transfer of substrate  to CCT/TriC"	"Prefoldin mediated transfer of substrate  to CCT/TriC"	"1/98"	"26/7644"	0.285406860383764	0.648837709610141	0.625946384979593	"ACTB"	1
"M2"	"WNT ligand biogenesis and trafficking"	"WNT ligand biogenesis and trafficking"	"1/98"	"26/7644"	0.285406860383764	0.648837709610141	0.625946384979593	"WLS"	1
"M2"	"WNT ligand secretion is abrogated by the PORCN inhibitor LGK974"	"WNT ligand secretion is abrogated by the PORCN inhibitor LGK974"	"1/98"	"26/7644"	0.285406860383764	0.648837709610141	0.625946384979593	"WLS"	1
"M2"	"APC/C-mediated degradation of cell cycle proteins"	"APC/C-mediated degradation of cell cycle proteins"	"2/98"	"83/7644"	0.288055422728019	0.648837709610141	0.625946384979593	"PLK1/PSMB3"	2
"M2"	"Regulation of mitotic cell cycle"	"Regulation of mitotic cell cycle"	"2/98"	"83/7644"	0.288055422728019	0.648837709610141	0.625946384979593	"PLK1/PSMB3"	2
"M2"	"Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding"	"Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding"	"1/98"	"27/7644"	0.294599578640838	0.657072589615595	0.63389073422719	"ACTB"	1
"M2"	"Sema4D in semaphorin signaling"	"Sema4D in semaphorin signaling"	"1/98"	"27/7644"	0.294599578640838	0.657072589615595	0.63389073422719	"MYL6"	1
"M2"	"Regulation of mRNA stability by proteins that bind AU-rich elements"	"Regulation of mRNA stability by proteins that bind AU-rich elements"	"2/98"	"86/7644"	0.302332048154973	0.671029667856159	0.647355399643767	"HSPB1/PSMB3"	2
"M2"	"Signaling by Wnt"	"Signaling by Wnt"	"5/98"	"286/7644"	0.304620950789537	0.672827828200191	0.649090119975661	"WLS/TCF7/DACT1/PSMB3/FZD5"	5
"M2"	"Class B/2 (Secretin family receptors)"	"Class B/2 (Secretin family receptors)"	"2/98"	"87/7644"	0.307081479150783	0.67416615102213	0.650381226087283	"ADM2/FZD5"	2
"M2"	"CDO in myogenesis"	"CDO in myogenesis"	"1/98"	"29/7644"	0.31263529201246	0.67416615102213	0.650381226087283	"CDH2"	1
"M2"	"Myogenesis"	"Myogenesis"	"1/98"	"29/7644"	0.31263529201246	0.67416615102213	0.650381226087283	"CDH2"	1
"M2"	"PERK regulates gene expression"	"PERK regulates gene expression"	"1/98"	"29/7644"	0.31263529201246	0.67416615102213	0.650381226087283	"ASNS"	1
"M2"	"SHC-mediated cascade"	"SHC-mediated cascade"	"1/98"	"29/7644"	0.31263529201246	0.67416615102213	0.650381226087283	"FGF2"	1
"M2"	"Anchoring of the basal body to the plasma membrane"	"Anchoring of the basal body to the plasma membrane"	"2/98"	"89/7644"	0.316562284845911	0.679414337758913	0.655444254124851	"NEDD1/PLK1"	2
"M2"	"Amine compound SLC transporters"	"Amine compound SLC transporters"	"1/98"	"30/7644"	0.321481219968176	0.680343977141955	0.656341095357305	"SLC6A9"	1
"M2"	"MAPK targets/ Nuclear events mediated by MAP kinases"	"MAPK targets/ Nuclear events mediated by MAP kinases"	"1/98"	"30/7644"	0.321481219968176	0.680343977141955	0.656341095357305	"FOS"	1
"M2"	"Signaling by FGFR1 mutants"	"Signaling by FGFR1 mutants"	"1/98"	"30/7644"	0.321481219968176	0.680343977141955	0.656341095357305	"FGF2"	1
"M2"	"PCP/CE pathway"	"PCP/CE pathway"	"2/98"	"91/7644"	0.326014919230885	0.686744390046541	0.662515698437033	"PSMB3/FZD5"	2
"M2"	"disassembly of the destruction complex and recruitment of AXIN to the membrane"	"disassembly of the destruction complex and recruitment of AXIN to the membrane"	"1/98"	"31/7644"	0.330214453543579	0.689209065882242	0.664893419254817	"FZD5"	1
"M2"	"Gluconeogenesis"	"Gluconeogenesis"	"1/98"	"31/7644"	0.330214453543579	0.689209065882242	0.664893419254817	"PCK2"	1
"M2"	"DNA strand elongation"	"DNA strand elongation"	"1/98"	"32/7644"	0.338836413815841	0.697604381385555	0.672992543754255	"GINS4"	1
"M2"	"Sphingolipid de novo biosynthesis"	"Sphingolipid de novo biosynthesis"	"1/98"	"32/7644"	0.338836413815841	0.697604381385555	0.672992543754255	"CERS6"	1
"M2"	"VEGFR2 mediated cell proliferation"	"VEGFR2 mediated cell proliferation"	"1/98"	"32/7644"	0.338836413815841	0.697604381385555	0.672992543754255	"VEGFA"	1
"M2"	"Cell Cycle, Mitotic"	"Cell Cycle, Mitotic"	"7/98"	"445/7644"	0.344592761643165	0.706259939403785	0.681342729280228	"NEDD1/GINS4/PLK1/MIS12/PSMB3/CENPU/CCNE2"	7
"M2"	"deactivation of the beta-catenin transactivating complex"	"deactivation of the beta-catenin transactivating complex"	"1/98"	"33/7644"	0.347348504126673	0.708715557747247	0.683711712158709	"TCF7"	1
"M2"	"Synthesis of DNA"	"Synthesis of DNA"	"2/98"	"97/7644"	0.354158175043253	0.716186531754134	0.690919106400171	"GINS4/PSMB3"	2
"M2"	"Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds"	"Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds"	"2/98"	"97/7644"	0.354158175043253	0.716186531754134	0.690919106400171	"SLC6A9/SLC2A12"	2
"M2"	"DNA Replication"	"DNA Replication"	"2/98"	"105/7644"	0.391031441148933	0.783785487765482	0.756133136837955	"GINS4/PSMB3"	2
"M2"	"VEGFA-VEGFR2 Pathway"	"VEGFA-VEGFR2 Pathway"	"2/98"	"105/7644"	0.391031441148933	0.783785487765482	0.756133136837955	"HSPB1/VEGFA"	2
"M2"	"Interleukin-1 signaling"	"Interleukin-1 signaling"	"1/98"	"40/7644"	0.403971033610854	0.802541166420282	0.774227105603835	"SQSTM1"	1
"M2"	"Negative regulation of FGFR signaling"	"Negative regulation of FGFR signaling"	"1/98"	"40/7644"	0.403971033610854	0.802541166420282	0.774227105603835	"FGF2"	1
"M2"	"G1/S Transition"	"G1/S Transition"	"2/98"	"109/7644"	0.409126484466822	0.802541166420282	0.774227105603835	"PSMB3/CCNE2"	2
"M2"	"Condensation of Prophase Chromosomes"	"Condensation of Prophase Chromosomes"	"1/98"	"41/7644"	0.411652627338646	0.802541166420282	0.774227105603835	"PLK1"	1
"M2"	"Neurotransmitter Release Cycle"	"Neurotransmitter Release Cycle"	"1/98"	"42/7644"	0.419236218358088	0.802541166420282	0.774227105603835	"SLC38A2"	1
"M2"	"Transcriptional regulation of pluripotent stem cells"	"Transcriptional regulation of pluripotent stem cells"	"1/98"	"42/7644"	0.419236218358088	0.802541166420282	0.774227105603835	"FGF2"	1
"M2"	"Ion transport by P-type ATPases"	"Ion transport by P-type ATPases"	"1/98"	"43/7644"	0.426723044272441	0.802541166420282	0.774227105603835	"ATP8B1"	1
"M2"	"Pyruvate metabolism and Citric Acid (TCA) cycle"	"Pyruvate metabolism and Citric Acid (TCA) cycle"	"1/98"	"43/7644"	0.426723044272441	0.802541166420282	0.774227105603835	"PDK4"	1
"M2"	"Voltage gated Potassium channels"	"Voltage gated Potassium channels"	"1/98"	"43/7644"	0.426723044272441	0.802541166420282	0.774227105603835	"KCNQ5"	1
"M2"	"Signaling by VEGF"	"Signaling by VEGF"	"2/98"	"113/7644"	0.426962583875664	0.802541166420282	0.774227105603835	"HSPB1/VEGFA"	2
"M2"	"G2/M Transition"	"G2/M Transition"	"2/98"	"114/7644"	0.43137876721418	0.802541166420282	0.774227105603835	"NEDD1/PLK1"	2
"M2"	"FRS2-mediated cascade"	"FRS2-mediated cascade"	"1/98"	"44/7644"	0.434114327216961	0.802541166420282	0.774227105603835	"FGF2"	1
"M2"	"G alpha (q) signalling events"	"G alpha (q) signalling events"	"3/98"	"189/7644"	0.438360449481687	0.802541166420282	0.774227105603835	"OXTR/GPR68/EDN1"	3
"M2"	"Mitotic G2-G2/M phases"	"Mitotic G2-G2/M phases"	"2/98"	"116/7644"	0.440157703628108	0.802541166420282	0.774227105603835	"NEDD1/PLK1"	2
"M2"	"Signaling by FGFR mutants"	"Signaling by FGFR mutants"	"1/98"	"45/7644"	0.441411274050216	0.802541166420282	0.774227105603835	"FGF2"	1
"M2"	"Peptide ligand-binding receptors"	"Peptide ligand-binding receptors"	"3/98"	"190/7644"	0.441759595339178	0.802541166420282	0.774227105603835	"OXTR/CXCR5/EDN1"	3
"M2"	"M Phase"	"M Phase"	"4/98"	"266/7644"	0.446001110168576	0.802541166420282	0.774227105603835	"PLK1/MIS12/PSMB3/CENPU"	4
"M2"	"Cell Cycle Checkpoints"	"Cell Cycle Checkpoints"	"2/98"	"118/7644"	0.448863624862829	0.802541166420282	0.774227105603835	"PSMB3/CCNE2"	2
"M2"	"NOTCH1 Intracellular Domain Regulates Transcription"	"NOTCH1 Intracellular Domain Regulates Transcription"	"1/98"	"47/7644"	0.455726911565268	0.802541166420282	0.774227105603835	"HDAC9"	1
"M2"	"Chaperonin-mediated protein folding"	"Chaperonin-mediated protein folding"	"1/98"	"48/7644"	0.462747941269968	0.802541166420282	0.774227105603835	"ACTB"	1
"M2"	"EPH-ephrin mediated repulsion of cells"	"EPH-ephrin mediated repulsion of cells"	"1/98"	"48/7644"	0.462747941269968	0.802541166420282	0.774227105603835	"EPHA4"	1
"M2"	"Cross-presentation of soluble exogenous antigens (endosomes)"	"Cross-presentation of soluble exogenous antigens (endosomes)"	"1/98"	"49/7644"	0.4696793132757	0.802541166420282	0.774227105603835	"PSMB3"	1
"M2"	"Regulation of activated PAK-2p34 by proteasome mediated degradation"	"Regulation of activated PAK-2p34 by proteasome mediated degradation"	"1/98"	"49/7644"	0.4696793132757	0.802541166420282	0.774227105603835	"PSMB3"	1
"M2"	"CDK-mediated phosphorylation and removal of Cdc6"	"CDK-mediated phosphorylation and removal of Cdc6"	"1/98"	"50/7644"	0.476522160846337	0.802541166420282	0.774227105603835	"PSMB3"	1
"M2"	"Chondroitin sulfate/dermatan sulfate metabolism"	"Chondroitin sulfate/dermatan sulfate metabolism"	"1/98"	"50/7644"	0.476522160846337	0.802541166420282	0.774227105603835	"VCAN"	1
"M2"	"Nuclear Envelope Breakdown"	"Nuclear Envelope Breakdown"	"1/98"	"50/7644"	0.476522160846337	0.802541166420282	0.774227105603835	"PLK1"	1
"M2"	"Regulation of Apoptosis"	"Regulation of Apoptosis"	"1/98"	"50/7644"	0.476522160846337	0.802541166420282	0.774227105603835	"PSMB3"	1
"M2"	"Regulation of ornithine decarboxylase (ODC)"	"Regulation of ornithine decarboxylase (ODC)"	"1/98"	"50/7644"	0.476522160846337	0.802541166420282	0.774227105603835	"PSMB3"	1
"M2"	"Ubiquitin-dependent degradation of Cyclin D"	"Ubiquitin-dependent degradation of Cyclin D"	"1/98"	"50/7644"	0.476522160846337	0.802541166420282	0.774227105603835	"PSMB3"	1
"M2"	"Ubiquitin-dependent degradation of Cyclin D1"	"Ubiquitin-dependent degradation of Cyclin D1"	"1/98"	"50/7644"	0.476522160846337	0.802541166420282	0.774227105603835	"PSMB3"	1
"M2"	"Post-translational protein modification"	"Post-translational protein modification"	"4/98"	"278/7644"	0.480106567676814	0.802541166420282	0.774227105603835	"THBS1/ADAMTS1/GALNT6/ADAMTS14"	4
"M2"	"Amyloids"	"Amyloids"	"1/98"	"51/7644"	0.483277603068757	0.802541166420282	0.774227105603835	"TGFBI"	1
"M2"	"Autodegradation of the E3 ubiquitin ligase COP1"	"Autodegradation of the E3 ubiquitin ligase COP1"	"1/98"	"51/7644"	0.483277603068757	0.802541166420282	0.774227105603835	"PSMB3"	1
"M2"	"Nuclear Receptor transcription pathway"	"Nuclear Receptor transcription pathway"	"1/98"	"51/7644"	0.483277603068757	0.802541166420282	0.774227105603835	"NR1H3"	1
"M2"	"Deposition of new CENPA-containing nucleosomes at the centromere"	"Deposition of new CENPA-containing nucleosomes at the centromere"	"1/98"	"52/7644"	0.489946745028359	0.802541166420282	0.774227105603835	"CENPU"	1
"M2"	"Nucleosome assembly"	"Nucleosome assembly"	"1/98"	"52/7644"	0.489946745028359	0.802541166420282	0.774227105603835	"CENPU"	1
"M2"	"p53-Independent DNA Damage Response"	"p53-Independent DNA Damage Response"	"1/98"	"52/7644"	0.489946745028359	0.802541166420282	0.774227105603835	"PSMB3"	1
"M2"	"p53-Independent G1/S DNA damage checkpoint"	"p53-Independent G1/S DNA damage checkpoint"	"1/98"	"52/7644"	0.489946745028359	0.802541166420282	0.774227105603835	"PSMB3"	1
"M2"	"Stabilization of p53"	"Stabilization of p53"	"1/98"	"52/7644"	0.489946745028359	0.802541166420282	0.774227105603835	"PSMB3"	1
"M2"	"Ubiquitin Mediated Degradation of Phosphorylated Cdc25A"	"Ubiquitin Mediated Degradation of Phosphorylated Cdc25A"	"1/98"	"52/7644"	0.489946745028359	0.802541166420282	0.774227105603835	"PSMB3"	1
"M2"	"Vpu mediated degradation of CD4"	"Vpu mediated degradation of CD4"	"1/98"	"52/7644"	0.489946745028359	0.802541166420282	0.774227105603835	"PSMB3"	1
"M2"	"Defective ACTH causes Obesity and Pro-opiomelanocortinin deficiency (POMCD)"	"Defective ACTH causes Obesity and Pro-opiomelanocortinin deficiency (POMCD)"	"6/98"	"441/7644"	0.501196505536057	0.802541166420282	0.774227105603835	"OXTR/ADM2/FZD5/GPR68/CXCR5/EDN1"	6
"M2"	"GPCR ligand binding"	"GPCR ligand binding"	"6/98"	"441/7644"	0.501196505536057	0.802541166420282	0.774227105603835	"OXTR/ADM2/FZD5/GPR68/CXCR5/EDN1"	6
"M2"	"degradation of AXIN"	"degradation of AXIN"	"1/98"	"54/7644"	0.503030479531322	0.802541166420282	0.774227105603835	"PSMB3"	1
"M2"	"Heparan sulfate/heparin (HS-GAG) metabolism"	"Heparan sulfate/heparin (HS-GAG) metabolism"	"1/98"	"54/7644"	0.503030479531322	0.802541166420282	0.774227105603835	"VCAN"	1
"M2"	"Phospholipase C-mediated cascade"	"Phospholipase C-mediated cascade"	"1/98"	"54/7644"	0.503030479531322	0.802541166420282	0.774227105603835	"FGF2"	1
"M2"	"Protein folding"	"Protein folding"	"1/98"	"54/7644"	0.503030479531322	0.802541166420282	0.774227105603835	"ACTB"	1
"M2"	"SCF-beta-TrCP mediated degradation of Emi1"	"SCF-beta-TrCP mediated degradation of Emi1"	"1/98"	"54/7644"	0.503030479531322	0.802541166420282	0.774227105603835	"PSMB3"	1
"M2"	"Chemokine receptors bind chemokines"	"Chemokine receptors bind chemokines"	"1/98"	"55/7644"	0.509447213787703	0.802541166420282	0.774227105603835	"CXCR5"	1
"M2"	"MAP kinase activation in TLR cascade"	"MAP kinase activation in TLR cascade"	"1/98"	"56/7644"	0.515781931543508	0.802541166420282	0.774227105603835	"FOS"	1
"M2"	"Host Interactions of HIV factors"	"Host Interactions of HIV factors"	"2/98"	"135/7644"	0.519670662395342	0.802541166420282	0.774227105603835	"PSMB3/APOBEC3G"	2
"M2"	"Mitotic G1-G1/S phases"	"Mitotic G1-G1/S phases"	"2/98"	"135/7644"	0.519670662395342	0.802541166420282	0.774227105603835	"PSMB3/CCNE2"	2
